39.723 number of GO processes
16.6302 GO:0007601	 visual perception
1.65674 GO:0010729	 positive regulation of hydrogen peroxide biosynthetic process
1.65674 GO:0010715	 regulation of extracellular matrix disassembly
1.65674 GO:0010693	 negative regulation of alkaline phosphatase activity
1.65674 GO:0010159	 specification of animal organ position
1.65674 GO:0010155	 regulation of proton transport
1.65674 GO:0010041	 response to iron(III) ion
1.65674 GO:0009991	 response to extracellular stimulus
1.65674 GO:0009595	 detection of biotic stimulus
1.65674 GO:0009265	 2'-deoxyribonucleotide biosynthetic process
1.65674 GO:0009263	 deoxyribonucleotide biosynthetic process
1.65674 GO:0009185	 ribonucleoside diphosphate metabolic process
1.65674 GO:0009156	 ribonucleoside monophosphate biosynthetic process
1.65674 GO:0009072	 aromatic amino acid metabolic process
1.65674 GO:0009051	 pentose-phosphate shunt, oxidative branch
1.65674 GO:0008078	 mesodermal cell migration
1.65674 GO:0008063	 Toll signaling pathway
1.65674 GO:0007412	 axon target recognition
1.65674 GO:0007223	 Wnt signaling pathway, calcium modulating pathway
1.65674 GO:0007060	 male meiosis chromosome segregation
1.65674 GO:0006949	 syncytium formation
1.65674 GO:0006880	 intracellular sequestering of iron ion
1.65674 GO:0006771	 riboflavin metabolic process
1.65674 GO:0006701	 progesterone biosynthetic process
1.65674 GO:0006576	 biogenic amine metabolic process
1.65674 GO:0006532	 aspartate biosynthetic process
1.65674 GO:0006435	 threonyl-tRNA aminoacylation
1.65674 GO:0006419	 alanyl-tRNA aminoacylation
1.65674 GO:0006311	 meiotic gene conversion
1.65674 GO:0006304	 DNA modification
1.65674 GO:0006231	 dTMP biosynthetic process
1.65674 GO:0006213	 pyrimidine nucleoside metabolic process
1.65674 GO:0006211	 5-methylcytosine catabolic process
1.65674 GO:0006114	 glycerol biosynthetic process
1.65674 GO:0006011	 UDP-glucose metabolic process
1.65674 GO:0003430	 growth plate cartilage chondrocyte growth
1.65674 GO:0003415	 chondrocyte hypertrophy
1.65674 GO:0003308	 negative regulation of Wnt signaling pathway involved in heart development
1.65674 GO:0003229	 ventricular cardiac muscle tissue development
1.65674 GO:0003211	 cardiac ventricle formation
1.65674 GO:0003192	 mitral valve formation
1.65674 GO:0003171	 atrioventricular valve development
1.65674 GO:0003140	 determination of left/right asymmetry in lateral mesoderm
1.65674 GO:0003105	 negative regulation of glomerular filtration
1.65674 GO:0003096	 renal sodium ion transport
1.65674 GO:0002924	 negative regulation of humoral immune response mediated by circulating immunoglobulin
1.65674 GO:0002863	 positive regulation of inflammatory response to antigenic stimulus
1.65674 GO:0002551	 mast cell chemotaxis
1.65674 GO:0002513	 tolerance induction to self antigen
1.65674 GO:0002313	 mature B cell differentiation involved in immune response
1.65674 GO:0002215	 defense response to nematode
1.65674 GO:0002034	 maintenance of blood vessel diameter homeostasis by renin-angiotensin
1.65674 GO:0002032	 desensitization of G protein-coupled receptor signaling pathway by arrestin
1.65674 GO:0001966	 thigmotaxis
1.65674 GO:0001845	 phagolysosome assembly
1.65674 GO:0001842	 neural fold formation
1.65674 GO:0001839	 neural plate morphogenesis
1.65674 GO:0001754	 eye photoreceptor cell differentiation
1.65674 GO:0001573	 ganglioside metabolic process
1.65674 GO:0001547	 antral ovarian follicle growth
1.65674 GO:0001522	 pseudouridine synthesis
1.65674 GO:0000819	 sister chromatid segregation
1.65674 GO:0000454	 snoRNA guided rRNA pseudouridine synthesis
1.65434 GO:0006457	 protein folding
1.64855 GO:0090305	 nucleic acid phosphodiester bond hydrolysis
1.63899 GO:0006890	 retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
1.63462 GO:0071392	 cellular response to estradiol stimulus
1.63462 GO:0060337	 type I interferon-mediated signaling pathway
1.63462 GO:0007032	 endosome organization
1.61916 GO:2001223	 negative regulation of neuron migration
1.61916 GO:2001032	 regulation of double-strand break repair via nonhomologous end joining
1.61916 GO:2000617	 positive regulation of histone H3-K9 acetylation
1.61916 GO:2000320	 negative regulation of T-helper 17 cell differentiation
1.61916 GO:2000177	 regulation of neural precursor cell proliferation
1.61916 GO:1990314	 cellular response to insulin-like growth factor stimulus
1.61916 GO:1905821	 positive regulation of chromosome condensation
1.61916 GO:1904936	 interneuron migration
1.61916 GO:1904861	 excitatory synapse assembly
1.61916 GO:1904179	 positive regulation of adipose tissue development
1.61916 GO:0150078	 positive regulation of neuroinflammatory response
1.61916 GO:0097011	 cellular response to granulocyte macrophage colony-stimulating factor stimulus
1.61916 GO:0086100	 endothelin receptor signaling pathway
1.61916 GO:0070307	 lens fiber cell development
1.61916 GO:0070244	 negative regulation of thymocyte apoptotic process
1.61916 GO:0061743	 motor learning
1.61916 GO:0060982	 coronary artery morphogenesis
1.61916 GO:0060575	 intestinal epithelial cell differentiation
1.61916 GO:0060158	 phospholipase C-activating dopamine receptor signaling pathway
1.61916 GO:0051006	 positive regulation of lipoprotein lipase activity
1.61916 GO:0050999	 regulation of nitric-oxide synthase activity
1.61916 GO:0050650	 chondroitin sulfate proteoglycan biosynthetic process
1.61916 GO:0048762	 mesenchymal cell differentiation
1.61916 GO:0048304	 positive regulation of isotype switching to IgG isotypes
1.61916 GO:0045927	 positive regulation of growth
1.61916 GO:0045617	 negative regulation of keratinocyte differentiation
1.61916 GO:0045010	 actin nucleation
1.61916 GO:0045008	 depyrimidination
1.61916 GO:0044320	 cellular response to leptin stimulus
1.61916 GO:0044208	 'de novo' AMP biosynthetic process
1.61916 GO:0043268	 positive regulation of potassium ion transport
1.61916 GO:0042994	 cytoplasmic sequestering of transcription factor
1.61916 GO:0042698	 ovulation cycle
1.61916 GO:0042359	 vitamin D metabolic process
1.61916 GO:0042088	 T-helper 1 type immune response
1.61916 GO:0038134	 ERBB2-EGFR signaling pathway
1.61916 GO:0035666	 TRIF-dependent toll-like receptor signaling pathway
1.61916 GO:0035357	 peroxisome proliferator activated receptor signaling pathway
1.61916 GO:0034392	 negative regulation of smooth muscle cell apoptotic process
1.61916 GO:0033625	 positive regulation of integrin activation
1.61916 GO:0032835	 glomerulus development
1.61916 GO:0032488	 Cdc42 protein signal transduction
1.61916 GO:0032471	 negative regulation of endoplasmic reticulum calcium ion concentration
1.61916 GO:0030449	 regulation of complement activation
1.61916 GO:0030422	 siRNA processing
1.61916 GO:0015871	 choline transport
1.61916 GO:0010989	 negative regulation of low-density lipoprotein particle clearance
1.61916 GO:0010827	 regulation of glucose transmembrane transport
1.61916 GO:0010642	 negative regulation of platelet-derived growth factor receptor signaling pathway
1.61916 GO:0010594	 regulation of endothelial cell migration
1.61916 GO:0006999	 nuclear pore organization
1.61916 GO:0006930	 substrate-dependent cell migration, cell extension
1.61916 GO:0006817	 phosphate ion transport
1.61916 GO:0006013	 mannose metabolic process
1.61916 GO:0003084	 positive regulation of systemic arterial blood pressure
1.61916 GO:0002821	 positive regulation of adaptive immune response
1.61053 GO:0051301	 cell division
1.60946 GO:0051480	 regulation of cytosolic calcium ion concentration
1.59018 GO:0007264	 small GTPase mediated signal transduction
1.58557 GO:1900182	 positive regulation of protein localization to nucleus
1.58557 GO:0048144	 fibroblast proliferation
1.58557 GO:0043392	 negative regulation of DNA binding
1.58378 GO:0030855	 epithelial cell differentiation
1.58249 GO:0007200	 phospholipase C-activating G protein-coupled receptor signaling pathway
1.57737 GO:0060261	 positive regulation of transcription initiation by RNA polymerase II
1.57737 GO:0030968	 endoplasmic reticulum unfolded protein response
1.56664 GO:0045727	 positive regulation of translation
1.56357 GO:0051894	 positive regulation of focal adhesion assembly
1.56357 GO:0048010	 vascular endothelial growth factor receptor signaling pathway
1.56357 GO:0046329	 negative regulation of JNK cascade
1.56357 GO:0045648	 positive regulation of erythrocyte differentiation
1.56357 GO:0031507	 heterochromatin formation
1.56357 GO:0014059	 regulation of dopamine secretion
1.55125 GO:2000279	 negative regulation of DNA biosynthetic process
1.55125 GO:1990440	 positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress
1.55125 GO:1904996	 positive regulation of leukocyte adhesion to vascular endothelial cell
1.55125 GO:1902533	 positive regulation of intracellular signal transduction
1.55125 GO:1902275	 regulation of chromatin organization
1.55125 GO:1901731	 positive regulation of platelet aggregation
1.55125 GO:1900747	 negative regulation of vascular endothelial growth factor signaling pathway
1.55125 GO:0098742	 cell-cell adhesion via plasma-membrane adhesion molecules
1.55125 GO:0061635	 regulation of protein complex stability
1.55125 GO:0061462	 protein localization to lysosome
1.55125 GO:0060674	 placenta blood vessel development
1.55125 GO:0060425	 lung morphogenesis
1.55125 GO:0055091	 phospholipid homeostasis
1.55125 GO:0051926	 negative regulation of calcium ion transport
1.55125 GO:0048715	 negative regulation of oligodendrocyte differentiation
1.55125 GO:0048712	 negative regulation of astrocyte differentiation
1.55125 GO:0048668	 collateral sprouting
1.55125 GO:0046039	 GTP metabolic process
1.55125 GO:0043984	 histone H4-K16 acetylation
1.55125 GO:0043306	 positive regulation of mast cell degranulation
1.55125 GO:0043068	 positive regulation of programmed cell death
1.55125 GO:0040008	 regulation of growth
1.55125 GO:0032780	 negative regulation of ATP-dependent activity
1.55125 GO:0032525	 somite rostral/caudal axis specification
1.55125 GO:0031629	 synaptic vesicle fusion to presynaptic active zone membrane
1.55125 GO:0030516	 regulation of axon extension
1.55125 GO:0019079	 viral genome replication
1.55125 GO:0016571	 histone methylation
1.55125 GO:0015810	 aspartate transmembrane transport
1.55125 GO:0007260	 tyrosine phosphorylation of STAT protein
1.55125 GO:0007168	 receptor guanylyl cyclase signaling pathway
1.55125 GO:0006790	 sulfur compound metabolic process
1.55125 GO:0006620	 post-translational protein targeting to endoplasmic reticulum membrane
1.54445 GO:0045662	 negative regulation of myoblast differentiation
1.54445 GO:0007020	 microtubule nucleation
1.54445 GO:0006865	 amino acid transport
1.52975 GO:0051247	 positive regulation of protein metabolic process
1.52975 GO:0042274	 ribosomal small subunit biogenesis
1.52975 GO:0038096	 Fc-gamma receptor signaling pathway involved in phagocytosis
1.52975 GO:0038095	 Fc-epsilon receptor signaling pathway
1.52975 GO:0035024	 negative regulation of Rho protein signal transduction
1.52975 GO:0014911	 positive regulation of smooth muscle cell migration
1.52613 GO:2001034	 positive regulation of double-strand break repair via nonhomologous end joining
1.52613 GO:2000310	 regulation of NMDA receptor activity
1.52613 GO:1904874	 positive regulation of telomerase RNA localization to Cajal body
1.52613 GO:1903351	 cellular response to dopamine
1.52613 GO:1901387	 positive regulation of voltage-gated calcium channel activity
1.52613 GO:0085029	 extracellular matrix assembly
1.52613 GO:0060074	 synapse maturation
1.52613 GO:0051412	 response to corticosterone
1.52613 GO:0051044	 positive regulation of membrane protein ectodomain proteolysis
1.52613 GO:0046007	 negative regulation of activated T cell proliferation
1.52613 GO:0045651	 positive regulation of macrophage differentiation
1.52613 GO:0042574	 retinal metabolic process
1.52613 GO:0021675	 nerve development
1.52613 GO:0010820	 positive regulation of T cell chemotaxis
1.52613 GO:0008637	 apoptotic mitochondrial changes
1.52613 GO:0007340	 acrosome reaction
1.52613 GO:0006820	 monoatomic anion transport
1.52613 GO:0002456	 T cell mediated immunity
1.52208 GO:1904019	 epithelial cell apoptotic process
1.52208 GO:1902430	 negative regulation of amyloid-beta formation
1.52208 GO:1902236	 negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
1.52208 GO:0098662	 inorganic cation transmembrane transport
1.52208 GO:0060340	 positive regulation of type I interferon-mediated signaling pathway
1.52208 GO:0047496	 vesicle transport along microtubule
1.52208 GO:0046628	 positive regulation of insulin receptor signaling pathway
1.52208 GO:0046597	 negative regulation of viral entry into host cell
1.52208 GO:0045638	 negative regulation of myeloid cell differentiation
1.52208 GO:0043113	 receptor clustering
1.52208 GO:0030705	 cytoskeleton-dependent intracellular transport
1.52208 GO:0009948	 anterior/posterior axis specification
1.52208 GO:0001556	 oocyte maturation
1.51503 GO:0097009	 energy homeostasis
1.51503 GO:0021762	 substantia nigra development
1.51503 GO:0000422	 autophagy of mitochondrion
1.51038 GO:0000209	 protein polyubiquitination
1.50514 GO:0045600	 positive regulation of fat cell differentiation
1.50514 GO:0007188	 adenylate cyclase-modulating G protein-coupled receptor signaling pathway
1.48387 GO:2000300	 regulation of synaptic vesicle exocytosis
